291.43903	126.940125	11.366598	11.186195
290	59	6	7
292.5729	127.55179	10.563147	10.946649
293.23297	127.0514	10.171712	11.53129
292.8422	128.11588	10.304105	10.366411
228	54	7	13
228	56	7	10
228	56	8	10
292.25476	127.82731	11.3343	13.493457
291.00833	126.05302	11.371371	10.779066
290.51447	123.196465	11.171854	11.412711
290.0225	120.1308	10.225088	10.71246
287.418	116.94464	12.907774	12.443301
287.71152	115.25336	11.614578	10.95108
168	82	6	7
148	99	7	6
284.86465	114.852455	12.0439415	11.354373
284.9314	116.44855	13.357808	11.399123
144	112	10	10
284.7199	122.93985	9.6281395	9.053144
283.64777	126.50466	10.102114	10.295787
283.00757	131.51306	10.751929	8.940215
282.90445	136.58488	9.598324	8.663252
280.67914	142.51076	10.466443	8.655916
145	112	9	9
279.41116	155.87892	10.045429	9.524677
286.67822	151.79408	14.732726	13.959539
147	111	10	12
277.40558	127.496994	13.158931	14.498875
148	111	9	11
294.11523	127.355705	9.011219	10.582042
149	111	8	11
293.32718	127.504364	9.585875	10.8633375
293.78702	127.31538	9.854572	11.473011
293.11316	127.73508	10.087605	11.687134
171	120	9	8
294.22534	126.77151	9.443853	11.156851
168	124	9	8
293.73428	127.60413	9.577505	10.835982
293.6609	127.39966	9.678327	10.853083
165	128	8	9
165	129	7	8
294.28903	127.8064	9.393485	11.184999
293.76096	127.97215	9.751347	10.860927
293.52994	127.88078	9.609911	10.627565
293.6046	127.28621	9.482826	11.184636
294.06265	127.415596	9.458782	11.415699
293.685	127.70193	9.571878	10.669116
293.70663	127.241264	9.564713	10.742867
293.88474	127.99604	9.477038	10.601367
293.98373	127.61018	9.517851	10.636529
294.22852	128.32117	9.286793	10.481337
293	127	9	10
293	128	9	10
293	127	9	10
293	128	9	10
292	127	9	11
291	136	11	10
296	132	10	10
300	131	10	10
301	130	11	9
305	129	10	10
308	129	12	12
313	131	11	11
315	132	11	10
318	134	10	10
320	138	11	10
323	142	11	10
327	147	11	11
329	153	11	11
332	160	10	10
334	166	10	10
338	175	8	9
340	182	11	10
341	183	11	9
341	175	12	10
339	162	13	14
336	154	18	19
336	152	19	13
342.88934	135.184	27.82322	26.515799
335	126	25	22
338.92236	106.28217	9.165058	8.124
337.59616	106.64204	9.017985	8.131863
336.95877	106.489105	9.076147	8.901463
336.99545	108.60058	8.158883	8.234475
335.25137	109.39175	8.946108	8.814837
335.3588	112.27027	8.530891	8.321548
335.06085	114.86413	7.91605	8.306795
333.87302	119.13965	7.68425	6.906039
350	145	15	12
352	149	15	13
354	153	11	11
355	158	11	12
355	165	11	11
356	171	11	11
356	178	11	12
341	173	12	12
355	172	11	11
353	166	11	10
352	159	11	11
349	152	12	12
348	148	12	12
346	144	13	12
345	141	12	12
343	139	12	11
342	138	11	10
340	136	12	12
338	137	12	11
337	137	12	12
335	139	13	12
333	140	13	12
333	144	11	11
331	148	12	12
330	154	10	10
327	159	11	10
325	164	12	12
324	171	12	12
314.1425	112.66099	7.3927445	8.348804
323	172	12	12
326	162	11	11
328	153	11	11
330	144	12	11
332	136	11	12
334	130	12	12
336	124	12	11
339	120	10	9
340	116	11	10
342	112	11	10
345	109	11	10
299.18787	132.13608	9.362182	12.849011
348	105	10	11
349	106	10	10
351	105	12	12
353	107	11	11
311.70682	116.00703	7.0411534	6.1565037
356	110	10	11
358	114	9	10
359	118	10	10
361	123	10	9
312.79456	107.65303	8.17303	7.704323
392	129	6	6
313.08142	107.79137	8.298631	8.038194
313.11746	110.27251	8.501419	7.4020724
313.63803	111.20001	8.535807	8.099074
313.24966	114.69409	8.594108	7.720861
313.5532	117.97675	8.417272	7.343908
312.85773	121.15527	8.778212	6.6733384
465	114	7	6
466	114	7	6
466	114	7	7
468	115	6	6
468	115	7	7
314.40988	100.28088	8.535571	8.572426
314.8315	98.77561	8.6694565	8.59186
315.17108	97.87764	8.508271	8.410622
315.12552	97.84389	8.351501	7.120904
315.3064	97.15992	8.252077	8.025589
483	69	5	7
484	70	5	6
316.9007	102.10449	6.83167	6.4214554
316.4056	103.05485	8.098637	7.747529
316.59604	106.05337	8.04893	7.125597
314.90634	108.88042	8.842335	7.032863
316.6695	113.93997	7.954972	6.762767
317.63925	118.431114	6.7049656	6.5977645
317.22812	117.56878	7.389963	6.3535247
318.37112	115.55716	6.6626964	5.971588
316.95584	112.20093	7.3589573	6.4894648
317.05768	110.62153	7.874855	6.61467
317.00653	108.33012	8.469955	8.2642145
316.8645	108.41308	8.314721	7.442652
317.0809	108.34837	7.9048657	7.348089
316.0163	107.31814	8.618002	8.477262
316.33984	108.83234	8.622305	8.455311
318	111	7	8
317	112	8	8
316	116	8	7
317	119	7	8
316	121	7	6
315	117	8	8
315	115	8	7
315	112	8	8
315	110	8	8
314	108	9	8
314	108	8	7
315	108	8	8
314	108	8	8
314	110	7	7
313	111	7	8
313	114	7	8
313	116	7	7
312	120	7	7
313	122	8	7
314	118	7	6
315	115	6	6
315	110	8	8
315	108	8	8
317	105	8	7
318	105	7	7
318	104	7	7
318	104	8	7
320	105	8	7
320	105	8	8
320	107	8	8
321	109	8	8
321	112	8	8
321	115	9	9
322	121	7	6
322	122	8	6
323	118	7	7
322	114	8	7
322	111	8	8
324	109	8	8
324	108	8	8
325	107	8	8
325	106	8	9
325	107	7	8
325	108	9	9
326	109	8	8
325	112	8	8
325	114	7	8
325	119	8	7
329	119	5	6
329	116	6	7
329	113	7	7
329	110	9	9
330	109	8	8
332	107	7	8
333	108	7	8
334	108	8	8
334	110	7	7
336	110	8	7
337	112	8	7
337	115	7	7
337	118	7	7
340	120	7	8
340	123	7	8
339	119	7	7
341	115	7	8
341	112	7	8
341	109	8	8
342	107	8	8
342	107	8	8
344	108	7	6
344	106	8	9
344	106	8	8
345	107	7	8
345	108	9	10
345	111	8	7
346	114	7	7
347	117	8	8
344	117	9	10
348	115	7	8
347	111	7	7
346	109	7	7
346	105	8	8
347	104	8	8
346	104	7	6
347	103	7	6
347	103	7	6
347	103	7	6
347	105	6	6
347	106	6	6
348	109	5	5
375	115	7	6
346	113	8	8
347	119	7	6
348	122	7	5
348	122	8	6
346	123	7	7
345	125	8	8
346	128	7	8
346	131	9	8
347	135	8	8
347	140	8	8
346	141	9	9
346	144	9	9
346	146	12	10
346	151	7	8
346	156	8	8
346	161	8	8
346	166	8	9
345	172	8	8
345	179	9	9
345	186	8	9
344	180	8	8
345	176	8	7
344	171	8	8
347	181	9	8
345	164	8	8
345	162	8	8
344	181	9	8
343	180	9	9
345	156	7	8
343	163	7	7
341	168	9	9
345	156	8	8
346	159	7	7
344	161	10	10
345	164	8	7
350	149	7	8
346	171	9	8
345	149	12	10
337	148	11	13
337.1651	149.71791	19.462833	15.035591
338.74628	141.19862	18.713753	17.214092
346	185	8	8
347	181	8	8
303.79968	116.03491	9.421643	9.960268
303.34973	115.85084	8.437918	9.053572
302.09082	117.13534	8.301691	8.057797
302.65027	117.2782	6.7170095	7.0881715
300.33105	116.85542	9.910721	9.464316
347	166	10	15
305.51645	103.98696	7.6204805	10.254094
305.1456	105.0947	7.9856844	8.618026
304.48987	105.90406	8.111472	8.734356
304.33133	105.2877	7.990013	8.335729
303.56787	105.5009	7.597961	8.525436
303.84515	105.595375	7.4432383	7.7569733
348	170	10	9
296.49762	105.33626	8.908299	9.722221
296.72458	105.24101	8.922651	9.171132
294.41916	103.85722	11.484637	10.230195
294.3537	104.60459	13.7883	11.852742
346	166	9	7
344	165	7	7
291.1072	115.313576	12.161362	16.6999
292.00232	119.909	7.9379206	9.293562
290.67188	120.091736	9.878186	9.708376
287.38672	128.61977	8.753373	10.95014
287.7515	128.28493	8.474773	10.771698
288.20535	128.30946	8.833554	10.146083
339	157	9	10
288.76648	128.7814	9.103447	10.78447
337	155	9	9
290.70016	129.1724	8.747837	10.782808
346	127	9	8
335	158	7	8
293.50613	129.40207	8.429484	9.794469
293.05795	129.74007	8.5191765	10.340548
332	153	8	7
344	124	11	10
341	135	11	12
329	152	8	8
328	150	8	8
327	150	9	9
325	149	9	9
324	149	9	9
323	149	9	8
323	148	9	9
323	148	8	8
321	148	9	9
322	147	7	7
320	146	10	11
321	146	9	8
314	160	8	7
314	158	7	7
318	145	9	8
316	151	10	10
316	157	9	10
316	150	10	10
306	129	9	9
316	149	11	11
317	145	8	8
317	146	8	8
317	145	7	8
317	145	8	8
317	145	7	8
317	144	8	8
317	144	8	8
317	144	8	8
318	143	8	8
318	142	9	8
317	142	7	7
317	141	7	7
317	140	7	8
317	141	7	7
316	140	8	7
316	140	8	7
315	140	8	7
316	139	8	7
317	140	7	7
314	138	7	8
314	139	7	7
313	138	7	7
